"Year","Geography","DGUID","Age_Group","Gender","Indicators","Number.of.persons","Low.95..confidence.interval..number.of.persons","High.95..confidence.interval..number.of.persons","Coefficient.of.variation.for.number.of.persons","Percent","Low.95..confidence.interval..percent","High.95..confidence.interval..percent","Coefficient.of.variation.for.percent"
2022,"Atlantic Provinces","2021A00011","25-44 years","Total, gender of person","Suicidal thoughts, life",90700,39300,142000,158,16.2,9.4,26.4,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Any mood disorder, life",101700,44200,159100,158,14.8,8.7,24.1,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Major depressive episode, life",78600,27800,129400,158,11.5,6.2,20.4,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Social phobia, life",114400,56800,171900,158,16.9,10.5,25.9,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Generalized anxiety disorder, life",100800,44700,156800,158,15.2,9,24.5,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Total, gender of person","Suicidal thoughts, life",85200,34100,136200,158,12.2,6.9,20.6,158
2022,"Atlantic Provinces","2021A00011","45-64 years","Women+","Social phobia, life",77300,29300,125200,158,20.6,11.8,33.3,158
2022,"Atlantic Provinces","2021A00011","65+ years","Total, gender of person","Any mood disorder, life",36900,15600,58200,158,7.2,4,12.6,158
2022,"Atlantic Provinces","2021A00011","65+ years","Total, gender of person","Major depressive episode, life",36900,15600,58200,158,7.2,4,12.5,158
2022,"Atlantic Provinces","2021A00011","65+ years","Total, gender of person","Social phobia, life",44200,18000,70400,158,8.5,4.8,14.6,158
2022,"Atlantic Provinces","2021A00011","65+ years","Total, gender of person","Generalized anxiety disorder, life",30400,11100,49600,158,5.9,3.1,11,158
2022,"Atlantic Provinces","2021A00011","65+ years","Total, gender of person","Suicidal thoughts, life",31900,12300,51600,158,5.9,3.1,11,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Total, gender of person","Any mood disorder, life",165600,98700,232600,158,17.7,12.1,25.1,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Total, gender of person","Major depressive episode, life",127500,70400,184500,158,13.6,8.8,20.3,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Total, gender of person","Social phobia, life",181600,115900,247300,158,18.9,13.4,25.9,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",107100,54700,159500,158,11.8,7.4,18.4,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",133800,75600,191900,158,14,9.2,20.7,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Men+","Social phobia, life",60600,21300,1e+05,158,14.6,7.8,25.6,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Women+","Any mood disorder, life",121800,65900,177700,158,22.4,14.8,32.6,158
2022,"Nova Scotia","2021A000212","Total 15++ Years","Women+","Social phobia, life",121000,65400,176500,158,22.2,14.6,32.2,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Total, gender of person","Any mood disorder, life",72600,29100,116200,158,10.8,6.2,18.3,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Total, gender of person","Major depressive episode, life",69000,25700,112300,158,10.2,5.7,17.7,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Total, gender of person","Social phobia, life",64800,29300,100400,158,9.5,5.6,15.8,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",82000,38500,125400,158,12.3,7.4,19.9,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",63800,20800,106800,158,9.3,4.9,16.8,158
2022,"New Brunswick","2021A000213","Total 15++ Years","Women+","Generalized anxiety disorder, life",48700,18200,79100,158,13.3,7.2,23.3,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Any mood disorder, life",1035600,903900,1167200,158,14.3,12.7,16.1,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Major depressive episode, life",965500,836900,1094100,158,13.3,11.7,15,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Bipolar disorder, life",182100,124900,239200,158,2.5,1.8,3.4,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Social phobia, life",856800,735500,978100,158,11.7,10.2,13.4,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",872800,753700,992000,158,12.1,10.6,13.7,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",822700,704700,940700,158,11.2,9.7,12.8,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",215100,150600,279700,158,2.9,2.2,3.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",102800,65300,140300,158,1.4,1,2,158
2022,"Quebec","2021A000224","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",62600,23700,101400,158,0.8,0.5,1.5,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Any mood disorder, life",414700,330900,498400,158,11.9,9.9,14.4,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Major depressive episode, life",368900,288400,449500,158,10.6,8.6,12.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Bipolar disorder, life",87100,46700,127400,158,2.5,1.6,3.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Social phobia, life",335900,258200,413600,158,9.6,7.7,11.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Generalized anxiety disorder, life",292300,219900,364600,158,8.5,6.7,10.7,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Suicidal thoughts, life",336000,255400,416700,158,9.6,7.6,12,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Suicidal thoughts, 12 months",85200,42400,128000,158,2.4,1.5,4,158
2022,"Quebec","2021A000224","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",34800,10800,58700,158,1,0.5,1.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Any mood disorder, life",614500,511300,717600,158,16.5,14.1,19.2,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Major depressive episode, life",590200,488900,691400,158,15.6,13.3,18.2,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Bipolar disorder, life",95000,54100,135800,158,2.5,1.6,3.8,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Social phobia, life",520900,430200,611600,158,13.8,11.7,16.2,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Generalized anxiety disorder, life",578100,482300,673900,158,15.3,13.1,17.9,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Suicidal thoughts, life",477800,388900,566800,158,12.4,10.4,14.8,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Suicidal thoughts, 12 months",127500,79500,175500,158,3.3,2.3,4.8,158
2022,"Quebec","2021A000224","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",68100,38400,97700,158,1.8,1.1,2.7,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Any mood disorder, life",184100,138300,229800,158,18.1,14.4,22.5,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Major depressive episode, life",164200,122400,206100,158,15.9,12.5,20,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Bipolar disorder, life",67000,37000,97000,158,6.5,4.2,9.8,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Social phobia, life",208400,161500,255400,158,20,16.2,24.6,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",138300,97900,178600,158,13.6,10.3,17.8,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Suicidal thoughts, life",157300,115000,199500,158,15,11.6,19.1,158
2022,"Quebec","2021A000224","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",57800,34400,81200,158,5.5,3.7,8.1,158
2022,"Quebec","2021A000224","15-24 Years","Men+","Any mood disorder, life",71700,42900,100400,158,15.1,10.3,21.7,158
2022,"Quebec","2021A000224","15-24 Years","Men+","Major depressive episode, life",64400,37900,91000,158,13.4,9,19.6,158
2022,"Quebec","2021A000224","15-24 Years","Men+","Social phobia, life",56900,30900,82900,158,11.7,7.5,17.6,158
2022,"Quebec","2021A000224","15-24 Years","Men+","Generalized anxiety disorder, life",38800,16900,60600,158,8.2,4.7,13.7,158
2022,"Quebec","2021A000224","15-24 Years","Men+","Suicidal thoughts, life",58000,33000,82900,158,11.7,7.7,17.4,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Any mood disorder, life",112400,75800,149100,158,20.8,15.4,27.4,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Major depressive episode, life",99800,66100,133500,158,18.2,13.3,24.3,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Bipolar disorder, life",50100,22800,77300,158,9.1,5.4,15,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Social phobia, life",151600,111600,191500,158,27.6,21.6,34.5,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Generalized anxiety disorder, life",97000,64100,130000,158,18.1,13.1,24.4,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Suicidal thoughts, life",96900,62900,130900,158,17.6,12.6,24,158
2022,"Quebec","2021A000224","15-24 Years","Women+","Suicidal thoughts, 12 months",30300,13500,47200,158,5.5,3.2,9.3,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Any mood disorder, life",369500,279600,459500,158,16.3,13,20.2,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Major depressive episode, life",333200,245900,420500,158,14.5,11.4,18.4,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Bipolar disorder, life",86500,42300,130600,158,3.8,2.3,6.1,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Social phobia, life",326500,242200,410800,158,14.3,11.3,18.1,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Generalized anxiety disorder, life",293700,214800,372600,158,12.9,10,16.6,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Suicidal thoughts, life",286700,209800,363500,158,12.5,9.7,16,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",71300,29300,113300,158,3.1,1.7,5.5,158
2022,"Quebec","2021A000224","25-44 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",34800,11800,57800,158,1.5,0.8,2.9,158
2022,"Quebec","2021A000224","25-44 years","Men+","Any mood disorder, life",163400,105600,221300,158,13.8,9.8,19.1,158
2022,"Quebec","2021A000224","25-44 years","Men+","Major depressive episode, life",135400,82000,188800,158,11.4,7.8,16.4,158
2022,"Quebec","2021A000224","25-44 years","Men+","Bipolar disorder, life",57000,21000,93100,158,4.8,2.6,8.7,158
2022,"Quebec","2021A000224","25-44 years","Men+","Social phobia, life",165100,108600,221500,158,13.9,10,18.9,158
2022,"Quebec","2021A000224","25-44 years","Men+","Generalized anxiety disorder, life",114000,64900,163200,158,9.8,6.5,14.6,158
2022,"Quebec","2021A000224","25-44 years","Men+","Suicidal thoughts, life",103600,57500,149600,158,8.8,5.7,13.3,158
2022,"Quebec","2021A000224","25-44 years","Women+","Any mood disorder, life",199700,134000,265300,158,18.4,13.5,24.5,158
2022,"Quebec","2021A000224","25-44 years","Women+","Major depressive episode, life",191400,126600,256100,158,17.4,12.7,23.4,158
2022,"Quebec","2021A000224","25-44 years","Women+","Social phobia, life",161400,103100,219700,158,14.9,10.6,20.6,158
2022,"Quebec","2021A000224","25-44 years","Women+","Generalized anxiety disorder, life",179600,118600,240600,158,16.3,11.8,22.1,158
2022,"Quebec","2021A000224","25-44 years","Women+","Suicidal thoughts, life",176700,115200,238100,158,16,11.5,21.7,158
2022,"Quebec","2021A000224","45-64 years","Total, gender of person","Any mood disorder, life",378700,296800,460500,158,16.2,13.2,19.7,158
2022,"Quebec","2021A000224","45-64 years","Total, gender of person","Major depressive episode, life",375200,293500,456900,158,16,13,19.5,158
2022,"Quebec","2021A000224","45-64 years","Total, gender of person","Social phobia, life",242000,175200,308800,158,10.3,7.8,13.3,158
2022,"Quebec","2021A000224","45-64 years","Total, gender of person","Generalized anxiety disorder, life",309300,237800,380800,158,13.3,10.7,16.5,158
2022,"Quebec","2021A000224","45-64 years","Total, gender of person","Suicidal thoughts, life",285600,209600,361700,158,12,9.3,15.5,158
2022,"Quebec","2021A000224","45-64 years","Men+","Any mood disorder, life",145100,90400,199800,158,12.9,9,18.2,158
2022,"Quebec","2021A000224","45-64 years","Men+","Major depressive episode, life",141600,87200,196100,158,12.6,8.7,17.9,158
2022,"Quebec","2021A000224","45-64 years","Men+","Social phobia, life",78100,38200,118000,158,6.9,4.2,11.2,158
2022,"Quebec","2021A000224","45-64 years","Men+","Generalized anxiety disorder, life",94900,50200,139600,158,8.7,5.5,13.4,158
2022,"Quebec","2021A000224","45-64 years","Men+","Suicidal thoughts, life",133000,78200,187900,158,11.9,8,17.4,158
2022,"Quebec","2021A000224","45-64 years","Women+","Any mood disorder, life",233600,170000,297100,158,19.1,14.7,24.4,158
2022,"Quebec","2021A000224","45-64 years","Women+","Major depressive episode, life",233600,170000,297100,158,19,14.7,24.3,158
2022,"Quebec","2021A000224","45-64 years","Women+","Social phobia, life",163900,110400,217400,158,13.3,9.7,17.8,158
2022,"Quebec","2021A000224","45-64 years","Women+","Generalized anxiety disorder, life",214400,156200,272600,158,17.5,13.6,22.4,158
2022,"Quebec","2021A000224","45-64 years","Women+","Suicidal thoughts, life",152600,99800,205400,158,12.2,8.7,16.7,158
2022,"Quebec","2021A000224","65+ years","Total, gender of person","Any mood disorder, life",103300,67300,139400,158,6.5,4.6,9.1,158
2022,"Quebec","2021A000224","65+ years","Total, gender of person","Major depressive episode, life",92900,58400,127300,158,5.8,4,8.2,158
2022,"Quebec","2021A000224","65+ years","Total, gender of person","Social phobia, life",79900,51400,108400,158,4.9,3.5,6.9,158
2022,"Quebec","2021A000224","65+ years","Total, gender of person","Generalized anxiety disorder, life",131600,89400,173800,158,8.2,6,11.1,158
2022,"Quebec","2021A000224","65+ years","Total, gender of person","Suicidal thoughts, life",93200,59700,126600,158,5.6,3.9,7.9,158
2022,"Quebec","2021A000224","65+ years","Men+","Any mood disorder, life",34500,12500,56400,158,4.9,2.7,8.9,158
2022,"Quebec","2021A000224","65+ years","Men+","Major depressive episode, life",27400,7100,47800,158,3.9,1.9,7.7,158
2022,"Quebec","2021A000224","65+ years","Men+","Social phobia, life",35900,17100,54600,158,5,3,8.3,158
2022,"Quebec","2021A000224","65+ years","Men+","Generalized anxiety disorder, life",44500,20800,68300,158,6.4,3.8,10.5,158
2022,"Quebec","2021A000224","65+ years","Men+","Suicidal thoughts, life",41400,17600,65300,158,5.7,3.3,9.8,158
2022,"Quebec","2021A000224","65+ years","Women+","Any mood disorder, life",68800,40300,97400,158,7.8,5.2,11.5,158
2022,"Quebec","2021A000224","65+ years","Women+","Major depressive episode, life",65400,37400,93500,158,7.2,4.8,10.8,158
2022,"Quebec","2021A000224","65+ years","Women+","Social phobia, life",44000,22600,65400,158,4.8,3,7.7,158
2022,"Quebec","2021A000224","65+ years","Women+","Generalized anxiety disorder, life",87000,51900,122200,158,9.5,6.5,13.9,158
2022,"Quebec","2021A000224","65+ years","Women+","Suicidal thoughts, life",51700,28100,75300,158,5.5,3.5,8.6,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Any mood disorder, life",1898600,1717800,2079300,158,16,14.6,17.5,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Major depressive episode, life",1706200,1534700,1877700,158,14.2,12.9,15.6,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Bipolar disorder, life",434000,347500,520500,158,3.6,2.9,4.3,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Social phobia, life",1934500,1736800,2132200,158,16,14.6,17.6,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",1661500,1484100,1838900,158,14,12.6,15.4,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",1290300,1135400,1445200,158,10.5,9.4,11.8,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",424500,335800,513100,158,3.5,2.8,4.2,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",264300,189300,339300,158,2.1,1.6,2.8,158
2022,"Ontario","2021A000235","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",98700,55700,141700,158,0.8,0.5,1.2,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Any mood disorder, life",771100,652000,890200,158,13,11.3,15,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Major depressive episode, life",665600,552800,778500,158,11.1,9.5,13.1,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Bipolar disorder, life",224300,161300,287400,158,3.7,2.8,4.9,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Social phobia, life",747000,630500,863400,158,12.4,10.7,14.3,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Generalized anxiety disorder, life",590400,482300,698500,158,9.9,8.3,11.8,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Suicidal thoughts, life",560900,460500,661400,158,9.2,7.7,10.9,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Suicidal thoughts, 12 months",193800,135100,252500,158,3.2,2.3,4.3,158
2022,"Ontario","2021A000235","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",133900,79200,188700,158,2.2,1.5,3.2,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Any mood disorder, life",1123300,985900,1260800,158,18.9,16.9,21.2,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Major depressive episode, life",1036400,903200,1169700,158,17.3,15.3,19.5,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Bipolar disorder, life",209700,152000,267300,158,3.4,2.6,4.5,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Social phobia, life",1183400,1028700,1338100,158,19.6,17.4,22.1,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Generalized anxiety disorder, life",1071100,928200,1214000,158,18.1,16,20.4,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Suicidal thoughts, life",729400,616800,842100,158,11.9,10.3,13.8,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Suicidal thoughts, 12 months",230700,167900,293400,158,3.8,2.9,4.9,158
2022,"Ontario","2021A000235","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",130300,79900,180800,158,2.1,1.4,3.1,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Any mood disorder, life",422900,355700,490100,158,23.9,20.6,27.5,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Major depressive episode, life",352000,290200,413800,158,19.6,16.6,23,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Bipolar disorder, life",147600,107400,187700,158,8.2,6.3,10.6,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Social phobia, life",461100,391100,531200,158,25.6,22.3,29.2,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",299300,243000,355600,158,16.5,13.8,19.6,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Suicidal thoughts, life",356800,294500,419100,158,19.5,16.6,22.9,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",155500,114100,196800,158,8.5,6.6,11,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",49100,23900,74300,158,2.7,1.6,4.4,158
2022,"Ontario","2021A000235","15-24 Years","Total, gender of person","Eating disorder, current diagnosed condition",32200,12000,52400,158,1.8,0.9,3.2,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Any mood disorder, life",174600,131800,217400,158,18.2,14.4,22.7,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Major depressive episode, life",145100,105500,184800,158,14.9,11.5,19.1,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Bipolar disorder, life",67600,39700,95500,158,6.9,4.6,10.2,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Social phobia, life",175100,134000,216200,158,17.9,14.2,22.2,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Generalized anxiety disorder, life",111800,77500,146100,158,11.3,8.4,15,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Suicidal thoughts, life",171200,128000,214400,158,17.3,13.6,21.7,158
2022,"Ontario","2021A000235","15-24 Years","Men+","Suicidal thoughts, 12 months",72300,43100,101400,158,7.3,4.9,10.7,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Any mood disorder, life",248300,196300,300300,158,30.6,25.3,36.5,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Major depressive episode, life",206900,158300,255400,158,25.3,20.3,30.9,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Bipolar disorder, life",80000,50400,109600,158,9.7,6.8,13.8,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Social phobia, life",286100,231200,340900,158,34.8,29.5,40.6,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Generalized anxiety disorder, life",187500,142100,233000,158,22.7,18.2,28.1,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Suicidal thoughts, life",185600,143300,227800,158,22.2,17.9,27.3,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Suicidal thoughts, 12 months",83200,54600,111800,158,10,7.1,13.8,158
2022,"Ontario","2021A000235","15-24 Years","Women+","Schizophrenia or psychosis, ever received diagnosis",27200,8900,45500,158,3.2,1.7,6.2,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Any mood disorder, life",809600,674000,945200,158,20.4,17.4,23.7,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Major depressive episode, life",739500,611000,868000,158,18.4,15.6,21.5,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Bipolar disorder, life",158200,100300,216100,158,3.9,2.7,5.6,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Social phobia, life",853400,706900,999800,158,21.1,18,24.6,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Generalized anxiety disorder, life",659700,532200,787100,158,16.5,13.7,19.6,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Suicidal thoughts, life",482900,378100,587800,158,11.9,9.6,14.5,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",167800,104300,231400,158,4.1,2.8,5.9,158
2022,"Ontario","2021A000235","25-44 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",106400,50500,162300,158,2.6,1.5,4.3,158
2022,"Ontario","2021A000235","25-44 years","Men+","Any mood disorder, life",350700,259200,442300,158,17.7,13.9,22.4,158
2022,"Ontario","2021A000235","25-44 years","Men+","Major depressive episode, life",309300,221900,396800,158,15.5,11.9,20,158
2022,"Ontario","2021A000235","25-44 years","Men+","Bipolar disorder, life",90200,47100,133300,158,4.5,2.8,7.1,158
2022,"Ontario","2021A000235","25-44 years","Men+","Social phobia, life",342500,252400,432600,158,17.1,13.3,21.6,158
2022,"Ontario","2021A000235","25-44 years","Men+","Generalized anxiety disorder, life",201600,129300,273800,158,10,7.1,14,158
2022,"Ontario","2021A000235","25-44 years","Men+","Suicidal thoughts, life",192300,129700,254900,158,9.5,6.9,12.9,158
2022,"Ontario","2021A000235","25-44 years","Men+","Suicidal thoughts, 12 months",70400,32300,108600,158,3.5,2.1,5.9,158
2022,"Ontario","2021A000235","25-44 years","Men+","Schizophrenia or psychosis, ever received diagnosis",62000,19500,104500,158,3.1,1.6,5.9,158
2022,"Ontario","2021A000235","25-44 years","Women+","Any mood disorder, life",454800,358100,551500,158,22.8,18.7,27.6,158
2022,"Ontario","2021A000235","25-44 years","Women+","Major depressive episode, life",426000,333100,519000,158,21.1,17.1,25.7,158
2022,"Ontario","2021A000235","25-44 years","Women+","Bipolar disorder, life",68000,30100,105900,158,3.4,1.9,5.8,158
2022,"Ontario","2021A000235","25-44 years","Women+","Social phobia, life",506700,394900,618600,158,24.9,20.4,30.1,158
2022,"Ontario","2021A000235","25-44 years","Women+","Generalized anxiety disorder, life",458100,356100,560100,158,23,18.7,28,158
2022,"Ontario","2021A000235","25-44 years","Women+","Suicidal thoughts, life",290600,210200,371100,158,14.2,10.9,18.3,158
2022,"Ontario","2021A000235","25-44 years","Women+","Suicidal thoughts, 12 months",97400,49400,145500,158,4.8,2.9,7.6,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Any mood disorder, life",523600,425100,622200,158,14.6,12.2,17.3,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Major depressive episode, life",482000,387400,576700,158,13.3,11,16,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Bipolar disorder, life",110700,61500,160000,158,3,1.9,4.6,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Social phobia, life",465700,365900,565500,158,12.7,10.4,15.6,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Generalized anxiety disorder, life",510200,408800,611500,158,14.5,12,17.4,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Suicidal thoughts, life",332500,248300,416600,158,9,7,11.5,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",72800,33400,112200,158,2,1.2,3.3,158
2022,"Ontario","2021A000235","45-64 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",73400,37500,109200,158,2,1.2,3.2,158
2022,"Ontario","2021A000235","45-64 years","Men+","Any mood disorder, life",206000,138400,273600,158,11.6,8.5,15.7,158
2022,"Ontario","2021A000235","45-64 years","Men+","Major depressive episode, life",177500,113300,241600,158,9.9,7,13.9,158
2022,"Ontario","2021A000235","45-64 years","Men+","Social phobia, life",179000,116800,241100,158,9.8,7,13.6,158
2022,"Ontario","2021A000235","45-64 years","Men+","Generalized anxiety disorder, life",214900,143000,286800,158,12.4,9,16.8,158
2022,"Ontario","2021A000235","45-64 years","Men+","Suicidal thoughts, life",155300,95300,215200,158,8.5,5.8,12.2,158
2022,"Ontario","2021A000235","45-64 years","Women+","Any mood disorder, life",317700,245800,389500,158,17.5,14,21.5,158
2022,"Ontario","2021A000235","45-64 years","Women+","Major depressive episode, life",304500,234300,374800,158,16.7,13.3,20.7,158
2022,"Ontario","2021A000235","45-64 years","Women+","Social phobia, life",286700,211900,361600,158,15.7,12.3,19.9,158
2022,"Ontario","2021A000235","45-64 years","Women+","Generalized anxiety disorder, life",295300,223300,367200,158,16.6,13.1,20.7,158
2022,"Ontario","2021A000235","45-64 years","Women+","Suicidal thoughts, life",177200,122800,231600,158,9.6,7,12.8,158
2022,"Ontario","2021A000235","45-64 years","Women+","Schizophrenia or psychosis, ever received diagnosis",44000,18000,70100,158,2.3,1.3,4.2,158
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Any mood disorder, life",142400,97500,187200,158,5.7,4.2,7.7,158
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Major depressive episode, life",132700,90100,175200,158,5.2,3.8,7.1,158
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Social phobia, life",154300,107200,201300,158,6,4.5,8,158
2022,"Ontario","2021A000235","65+ years","Total, gender of person","Generalized anxiety disorder, life",192300,138300,246400,158,7.6,5.7,9.9,158
